 0.7812,-0.8032,-1.8552, 0.8701, 0.9260, 0.2492, 0.4584,-0.2437, 0.4010,-0.6325
-0.1886, 0.8899, 1.7075,-0.2545,-1.1843, 0.6584, 0.0857,-0.3950,-0.9161,-0.2168
-0.9202,-0.8883,-0.3588, 0.1817, 0.2894,-2.5032,-1.7080, 0.4106,-0.2808, 0.7001
 0.4820, 0.7492,-0.7163, 1.0439, 1.1323, 0.8834, 0.7036, 0.2863,-0.7623,-0.8092
 0.0504,-0.3805, 0.8675,-0.5969, 0.9141, 1.3493,-0.6803, 0.8000, 0.3868,-1.7608
 0.5753, 2.8642,-0.9700, 0.0944, 0.0379, 0.9422,-1.4561,-0.2075, 1.0066, 0.1489
 0.7128,-1.0746,-0.5369,-0.2897, 1.0009, 1.5635,-0.1469,-0.3330, 0.3936, 1.1331
-1.4932, 0.9752,-0.2477, 1.1782,-0.4035,-0.5617,-0.7459, 0.1484, 0.7935, 1.4354
-0.7916, 0.1330,-1.3661, 1.6493, 1.1936, 1.0234, 0.2725, 1.3401, 1.8930,-0.1950
-0.6863,-0.0896, 1.6273,-1.2667,-0.7817,-0.6216, 1.2012, 1.5847, 0.4423, 0.3165
