-0.4418, 1.6360, 0.4051, 0.4780,-1.3817, 1.6299,-0.2066,-1.6643, 0.4143, 1.1649
 0.7064,-0.7960, 0.2089, 0.0604,-2.2124,-0.4266, 1.6817, 2.0916,-0.5263, 1.4844
-0.3059,-2.3551, 1.1124, 0.8302, 2.9520,-1.8936, 0.6422, 1.3443,-0.3971, 1.6783
-0.2373,-1.0329, 0.6438, 1.6359,-0.7291, 0.7013, 0.2820, 0.4649, 0.7953,-0.2185
-0.1995,-0.7037,-1.3362, 0.5120,-0.0234, 0.0872, 0.5342,-1.2228, 0.7781,-0.0744
 1.4419, 1.2344,-0.0304,-0.9798, 2.6711, 0.4835,-0.2636,-0.8972, 0.0784,-1.0380
-1.5271,-0.6259, 1.2811,-0.9943, 0.7259,-1.5398,-1.0977,-1.4608,-1.3359, 0.6636
-0.4191,-0.8193, 0.6510,-0.1392,-0.8295,-0.6021,-0.4562,-0.4614, 0.0639, 2.1877
 0.4966, 0.2265,-0.0826, 0.4787, 0.5260, 1.0021,-0.1911, 1.0953,-0.1991,-0.0968
 0.0740, 0.7464, 0.6623, 0.6823,-1.0020,-0.0102,-0.1670,-0.0138, 0.4405, 0.5115
