-0.4909,-0.1215, 0.4768, 1.0411, 0.1406,-0.6823,-0.0332,-0.2729, 1.8376, 1.0170
-0.8296,-0.0921, 0.5972, 0.0658,-1.2875,-0.2234, 0.8528, 0.2682, 0.2120, 1.8103
 1.8111,-0.0111, 0.5871, 0.4847, 0.2941,-1.7364,-2.2757,-0.8105,-1.5975, 0.7299
 1.3183,-0.0344,-1.0447,-0.5320,-0.1738, 0.8621, 0.8764,-0.7982, 1.1533,-1.1349
 0.8456,-0.2429, 0.5775, 1.1082, 0.3516, 0.7919,-0.0366, 1.2207,-0.2962,-0.9903
 0.2565, 0.2954,-1.4516, 0.9245, 0.3382, 0.3479, 0.1321,-0.8793,-0.3684, 0.0000
-0.4298,-0.6205, 0.6967,-0.8888,-1.3663, 0.4320,-0.3288,-0.7461, 2.2724, 0.5042
-0.2050, 0.6130,-2.4854, 2.8630,-0.5249,-0.7169, 1.0069,-1.5993, 0.1597, 0.5145
 0.4828,-0.6464,-0.6884, 1.3480,-0.8108, 1.0135, 0.0082,-1.4384, 0.9051, 1.9191
 0.4441,-0.8028, 0.8376, 0.8258, 0.3491,-0.4319,-0.6376, 0.0279,-0.7834, 0.5414
