 0.3668,-1.3495,-0.1471,-0.2878,-1.0229, 0.7720, 0.1570,-0.0909,-0.4441,-0.9211
-1.5184, 0.3916, 0.0106,-0.1394,-0.6872, 1.2858,-0.2805,-0.5119, 0.3420,-0.0266
-1.8676,-0.5563, 1.1260,-0.6701,-0.9737, 0.0576,-0.5680, 0.4059,-1.0610,-0.5924
-0.5920,-0.6793,-0.6430,-0.3889,-0.4610, 0.2509, 0.5316,-0.4797, 1.5386, 1.8234
-0.5626, 0.9530,-1.1679, 1.0625, 1.7678, 1.1392, 0.2765,-0.0662, 0.4256, 1.4781
-0.0376,-1.0466, 0.1374,-1.3526,-0.7304, 1.8849, 0.4590, 1.5736,-0.2611, 0.8243
-0.5819,-1.3253, 0.8999, 0.1620,-0.3934,-0.4114, 0.1368, 0.8490,-0.2837, 1.3245
 0.6823,-0.6277,-0.5096,-0.4341,-1.1445, 0.8201, 0.0121,-0.0143, 1.2691,-0.9186
-0.2354,-0.2216,-0.0033,-0.4610, 0.6570,-0.1735,-1.0868, 1.4696,-0.0134,-1.1188
-0.2294, 0.7375, 0.2242, 1.3908, 0.1136,-0.2854, 0.4063, 1.3802,-1.9097,-0.3870
