 1.0270, 0.8487, 0.2492, 0.2274,-0.8056,-0.0764, 0.9851,-1.0832, 0.8221, 0.7854
-1.9997,-0.0953,-2.2934, 0.4624, 1.3447, 1.0766,-1.6592, 1.9424, 0.4929, 0.4083
 1.4217,-0.2481, 0.3343,-0.2082, 0.1302,-1.0504, 0.3595, 1.2642, 0.2795,-0.1217
 0.5531, 0.7028,-1.0891,-2.0889, 0.6942, 0.2511, 1.3886, 0.1078,-0.3134,-1.3866
 0.0820, 0.6426,-0.0685, 1.2019, 0.4873,-0.5595, 0.5528,-0.8470,-1.4243, 0.9541
 0.6978, 0.3183, 1.4736,-1.5446,-0.2009,-0.6917, 0.8132, 0.4882,-1.4362, 0.9287
 2.4009,-0.1254,-0.1383,-1.5992, 0.4801,-1.0862, 1.3221,-0.5634,-0.1587,-1.3889
-0.1678, 1.5906,-1.0714, 1.8507, 0.2174,-1.8864, 1.8324, 0.1727,-0.8866,-0.3702
 1.5002,-0.8385,-0.5116, 0.1249,-0.1877,-0.2293,-1.1178,-1.0486, 1.3100,-1.2408
-0.5875, 1.2924, 1.0708,-0.0870,-1.2011, 0.2665,-0.3220, 3.1213,-0.3123, 1.5953
