-1.1383, 0.3848,-0.3784,-0.9431,-1.9618, 0.0903,-0.5468,-0.1267,-1.6334, 0.6669
 0.5775, 1.1982,-0.3999,-0.1033,-1.4739, 1.0473, 1.3116,-1.2439,-0.5133,-0.8529
 0.0569, 0.4024,-0.2424, 0.5507, 0.5897,-0.4326, 0.5160, 0.4135, 0.7296, 0.2895
 1.7896,-1.3067,-0.1028, 1.6137,-0.8520,-0.5320, 0.2441,-1.0670, 1.8832,-1.9672
-1.6110,-2.1222, 1.5456, 0.8406, 0.8003,-0.5091,-0.8935, 3.2068, 0.2063, 0.2766
 0.6718,-0.5457,-0.4477, 0.6982, 1.6968, 0.1628, 0.8933, 0.1373,-1.3666, 0.3373
 0.1921,-0.9212, 0.8570,-0.2392,-0.2899,-1.3016, 0.4740, 0.2170,-1.6985,-0.7087
 0.0806,-0.4236, 0.5205, 0.1405, 1.3332,-0.0185,-0.2198,-0.8735, 0.9410,-1.2656
 0.3204, 0.2054,-0.1430,-0.5871, 0.3135,-1.4078, 1.4704,-1.8050, 0.1233,-0.3721
-0.0927, 0.3545,-1.1701,-1.0951, 1.8077,-1.4930, 0.7627,-0.3958, 0.0342,-1.5991
