-0.1051,-0.6129,-0.1183,-0.2550,-0.4521, 0.0232, 1.0118, 1.9426,-0.1418,-0.5080
-0.8228,-0.9861,-0.7158,-0.6933, 0.0793, 1.6530, 1.2619, 0.9308, 0.2044, 1.1589
-0.6859,-1.6667,-1.3433,-0.6517,-1.4968, 0.8718, 0.6925, 0.4233, 1.4009, 0.1488
 0.6822, 0.9050,-2.1932, 1.5363,-0.0024, 0.9010,-0.1825, 0.3219, 1.1468,-0.8529
 1.2914, 0.1195,-0.0804,-1.2448,-0.4552,-0.6164,-0.8922, 0.0352, 0.1947, 0.0297
-1.5253,-0.2243, 2.0335,-0.5740,-1.4976,-0.7005, 0.1913, 0.0688, 0.7349, 1.1197
-0.1199,-0.9056,-0.4390, 0.2946, 0.1309, 0.8429, 0.1596, 1.0802, 2.6592, 0.7731
-0.4460,-0.6434, 0.3593,-0.1245, 1.5874, 0.8943,-0.6374, 0.0140, 0.1189, 0.0971
-0.0888,-0.7788, 0.7958, 0.6939, 0.2449, 0.8895,-0.1418, 1.2195, 1.6378,-0.1060
 2.8402, 1.7131,-0.1666, 0.8623, 1.1306,-0.0908, 0.2905,-0.1733,-1.1258,-0.7055
