-0.3995, 0.1718, 0.6500,-0.1315,-1.4447,-1.3651,-0.5202,-0.8030, 1.8792, 0.5760
-0.6870, 1.5845,-1.0721,-0.2370,-0.1370, 1.5455, 0.5818,-0.1882,-0.4039,-1.7487
 0.3805,-0.0618,-0.4126,-1.4608,-0.4493, 0.1340, 0.2348, 2.1487,-0.9952, 0.3284
 1.0048, 0.5170, 1.0829,-0.5175, 2.1018, 0.6932,-0.1495,-0.3892,-0.0956,-0.7576
 1.9542,-0.9708, 0.8281, 1.0074,-1.8166,-0.7977, 1.1237,-1.1662, 1.5096, 1.0281
-1.1937,-0.7106,-0.5255,-0.1586,-0.2872,-0.1021, 0.4653, 0.5063,-0.2475,-0.1906
 0.4380,-0.6792,-0.5334, 0.9730,-0.7898,-0.9377,-1.4650, 1.0049, 0.9479, 0.8327
-0.0070,-0.3066,-0.5975, 0.0982,-2.2218, 1.0047,-0.0456, 0.3940,-0.5347, 0.2315
-0.5155, 0.6601, 0.0324, 2.1880, 0.3018,-0.6133, 0.3100, 1.2184, 0.5078, 0.4820
 0.0336, 0.2861, 1.4945,-0.9859,-0.1273, 2.2682,-0.3201,-0.4838, 0.5617, 0.7204
